Name," Url"
229. 19 Cafe,https://www.yelp.com/biz/19-cafe-brooklyn-2?osq=Restaurants
230. Henry’s,https://www.yelp.com/biz/henrys-brooklyn?osq=Restaurants
231. 3Greeks Grill,https://www.yelp.com/biz/3greeks-grill-new-york?osq=Restaurants
232. 20 Gram Café,https://www.yelp.com/biz/20-gram-caf%C3%A9-brooklyn?osq=Restaurants
233. Cafe’ Au Lee,https://www.yelp.com/biz/cafe-au-lee-brooklyn?osq=Restaurants
234. El Castillo De Jagua 2,https://www.yelp.com/biz/el-castillo-de-jagua-2-new-york-2?osq=Restaurants
235. Yafa Cafe,https://www.yelp.com/biz/yafa-cafe-brooklyn-2?osq=Restaurants
236. Island Burger,https://www.yelp.com/biz/island-burger-brooklyn-4?osq=Restaurants
237. La Isla,https://www.yelp.com/biz/la-isla-brooklyn?osq=Restaurants
238. Kimchee Market,https://www.yelp.com/biz/kimchee-market-greenpoint?osq=Restaurants
239. Dry Dock Bistro,https://www.yelp.com/biz/dry-dock-bistro-kearny?osq=Restaurants
240. Oh K-Dog,https://www.yelp.com/biz/oh-k-dog-new-york?osq=Restaurants
